,full,title,description,duration,price_per_month,FOR_WHOM,author,is_free,url,AUD_TARGET,cluster
111,"расширенный курс Курс «Финансовый аналитик» от Нетологии: систематизируйте знания в финансах, научитесь строить финансовые модели, анализировать отчётность и визуализировать данные. Пройдите обучение с 6 реальными кейсами и получите необходимые навыки для успешной карьеры.",расширенный курс,"Курс «Финансовый аналитик» от Нетологии: систематизируйте знания в финансах, научитесь строить финансовые модели, анализировать отчётность и визуализировать данные. Пройдите обучение с 6 реальными кейсами и получите необходимые навыки для успешной карьеры.",6 месяц,3608,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/professiya_financial_analyst,"Финансы, бизнес, Анализ данных",0
112,Программная инженерия цифровых решений Онлайн-магистратура от УрФУ в партнерстве со Сбером. Постройте карьеру backend-разработчика. Практика в разработке цифровых решений.,Программная инженерия цифровых решений,Онлайн-магистратура от УрФУ в партнерстве со Сбером. Постройте карьеру backend-разработчика. Практика в разработке цифровых решений.,2 год,244,AUD_ANALYST AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/programmnaya-inzheneriya-tsifrovykh-resheniy,"Разработка, тестирование",8
113,"Менеджер проектов Профессия «Менеджер проектов» от Нетологии: комплексное обучение управлению проектами для начинающих, без опыта в менеджменте и IT. Освойте навыки планирования, работы с финансами и командой на практике с реальными кейсами.",Менеджер проектов,"Профессия «Менеджер проектов» от Нетологии: комплексное обучение управлению проектами для начинающих, без опыта в менеджменте и IT. Освойте навыки планирования, работы с финансами и командой на практике с реальными кейсами.",6 месяцев,4141,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/project,"Менеджмент, управление проектами",7
114,"Python-разработчик: расширенный курс Расширенный курс «Python-разработчик» от Нетологии: освоите Python на продвинутом уровне с упором на практику. Вас ждут 22 проекта, хакатоны и реальные задачи от партнёра ГК Самолет. Получите ценные навыки для успешной карьеры в IT с поддержкой экспертов.",Python-разработчик: расширенный курс,"Расширенный курс «Python-разработчик» от Нетологии: освоите Python на продвинутом уровне с упором на практику. Вас ждут 22 проекта, хакатоны и реальные задачи от партнёра ГК Самолет. Получите ценные навыки для успешной карьеры в IT с поддержкой экспертов.",5 месяцев,3349,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/python,"Разработка, тестирование, Анализ данных",8
115,"Python-разработчик с нуля Профессия «Python-разработчик с нуля» от Нетологии: за 6 месяцев вы освоите Python, научитесь работать с GIT, базами данных и SQL. В ходе курса также изучите фреймворк Django, чтобы создавать полноценные веб-приложения и уверенно начать карьеру в программировании.",Python-разработчик с нуля,"Профессия «Python-разработчик с нуля» от Нетологии: за 6 месяцев вы освоите Python, научитесь работать с GIT, базами данных и SQL. В ходе курса также изучите фреймворк Django, чтобы создавать полноценные веб-приложения и уверенно начать карьеру в программировании.",6 месяцев,4052,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/python-basic,"Разработка, тестирование",8
116,"Python для анализа данных Изучите Python для анализа данных на онлайн-курсе в Нетологии. Освойте Pandas, NumPy и Matplotlib за 4 месяца. Обучение включает практические задания и проект для портфолио. Станьте аналитиком данных, используя Python.",Python для анализа данных,"Изучите Python для анализа данных на онлайн-курсе в Нетологии. Освойте Pandas, NumPy и Matplotlib за 4 месяца. Обучение включает практические задания и проект для портфолио. Станьте аналитиком данных, используя Python.",4 месяц,2589,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/python-for-analytics,Анализ данных,4
117,"Инженер по тестированию Профессия «Инженер по тестированию» от Нетологии: с нуля освоите ручное, автоматизированное, мобильное и нагрузочное тестирование и сможете начать работать через 2 месяца. Поддержка при обучении и трудоустройстве поможет вам развить необходимые навыки для успешной карьеры в тестировании.",Инженер по тестированию,"Профессия «Инженер по тестированию» от Нетологии: с нуля освоите ручное, автоматизированное, мобильное и нагрузочное тестирование и сможете начать работать через 2 месяца. Поддержка при обучении и трудоустройстве поможет вам развить необходимые навыки для успешной карьеры в тестировании.",8 месяц,2701,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/qa,"Разработка, тестирование",8
118,"Инженер по тестированию: расширенный курс Освойте профессию инженера по тестированию, для которой не требуется опыт и техническое образование. Пройдите комплексную программу по ручному и автоматизированному тестированию и изучите 3 языка программирования: Java, JavaScript и Python.",Инженер по тестированию: расширенный курс,"Освойте профессию инженера по тестированию, для которой не требуется опыт и техническое образование. Пройдите комплексную программу по ручному и автоматизированному тестированию и изучите 3 языка программирования: Java, JavaScript и Python.",14 месяц,3358,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/qa-middle,"Разработка, тестирование",8
119,"Основы работы с текстом Бесплатное обучение работе с текстом от Нетологии для начинающих. На курсе вы с нуля разберётесь, чем занимаются копирайтер, коммерческий редактор, контент-маркетолог и журналист.",Основы работы с текстом,"Бесплатное обучение работе с текстом от Нетологии для начинающих. На курсе вы с нуля разберётесь, чем занимаются копирайтер, коммерческий редактор, контент-маркетолог и журналист.",2 недел,0,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,True,https://netology.ru/programs/rabota_s_kontentom,"Маркетинг, реклама, PR",2
120,"Разработчик на Python Обучение программированию на Python: от кода к стартапу - совместный курс Нетологии и МФТИ. Получите диплом о профессиональной переподготовке, станьте дипломированным пайтон разработчиком",Разработчик на Python,"Обучение программированию на Python: от кода к стартапу - совместный курс Нетологии и МФТИ. Получите диплом о профессиональной переподготовке, станьте дипломированным пайтон разработчиком",7 месяц,5500,AUD_ANALYST AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/razrabotchik-na-python-s-mfti,"Разработка, тестирование",8
121,"Бэкенд-разработка и архитектура программных систем Магистратура НИУ ВШЭ и Нетологии - Бэкенд-разработка и архитектура программных систем. Постройте карьеру бэкенд-разработчика, освойте Python, Java, Go",Бэкенд-разработка и архитектура программных систем,"Магистратура НИУ ВШЭ и Нетологии - Бэкенд-разработка и архитектура программных систем. Постройте карьеру бэкенд-разработчика, освойте Python, Java, Go",22 месяца,458,AUD_ANALYST AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/razrabotka-it-produktov,"Разработка, тестирование",8
122,"React: фреймворк фронтенд-разработки Научитесь создавать мощные веб-приложения с React.js. Курс включает практические задания, проекты и поддержку наставников. Идеально для начинающих разработчиков. Присоединяйтесь сейчас!",React: фреймворк фронтенд-разработки,"Научитесь создавать мощные веб-приложения с React.js. Курс включает практические задания, проекты и поддержку наставников. Идеально для начинающих разработчиков. Присоединяйтесь сейчас!","2,5 месяца",1833,AUD_ANALYST AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/react,"Разработка, тестирование",8
123,Управление рисками Освойте оценку и управление профессиональными рисками на курсе в Нетологии. Получите практические навыки для управления рисками в проектах и организациях. Учитесь у экспертов и получайте удостоверение о повышении квалификации. Начните обучение в любое удобное время и развивайтесь в сфере риск-менеджмента.,Управление рисками,Освойте оценку и управление профессиональными рисками на курсе в Нетологии. Получите практические навыки для управления рисками в проектах и организациях. Учитесь у экспертов и получайте удостоверение о повышении квалификации. Начните обучение в любое удобное время и развивайтесь в сфере риск-менеджмента.,2 месяц,2887,AUD_ANALYST AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/risk-management,"Менеджмент, управление проектами",0
124,"Руководитель проектов в области искусственного интеллекта Запишитесь на онлайн-курс Руководитель проектов в области искусственного интеллекта от Нетологии и МФТИ. Научитесь использовать искусственный интеллект для задач бизнеса, государства и общества.",Руководитель проектов в области искусственного интеллекта,"Запишитесь на онлайн-курс Руководитель проектов в области искусственного интеллекта от Нетологии и МФТИ. Научитесь использовать искусственный интеллект для задач бизнеса, государства и общества.","от 3,5 месяца",7291,AUD_ANALYST AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/rukovoditel-proektov-v-oblasti-iskusstvennogo-intellekta-dpo-mfti,"Менеджмент, управление проектами, Финансы, бизнес",1
125,"Руководитель отдела продаж Курс «Руководитель отдела продаж» от Нетологии: научитесь управлять командой и внедрять стратегии продаж за 5,5 месяцев. Практические задания и реальные кейсы помогут вам повысить квалификацию.",Руководитель отдела продаж,"Курс «Руководитель отдела продаж» от Нетологии: научитесь управлять командой и внедрять стратегии продаж за 5,5 месяцев. Практические задания и реальные кейсы помогут вам повысить квалификацию.",6 месяц,3170,AUD_ANALYST AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/sales-manager-online,"Менеджмент, управление проектами",7
126,"Скрам-мастер Станьте сертифицированным Scrum Master за 2 месяца с курсом от Нетологии. Изучите принципы гибкой разработки, управления командой и оптимизации рабочих процессов. Обучение включает практические задания, вебинары и поддержку экспертов.",Скрам-мастер,"Станьте сертифицированным Scrum Master за 2 месяца с курсом от Нетологии. Изучите принципы гибкой разработки, управления командой и оптимизации рабочих процессов. Обучение включает практические задания, вебинары и поддержку экспертов.",2 месяца,2843,AUD_ANALYST AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/scrum_master,"Менеджмент, управление проектами",8
127,"Интернет-маркетолог: расширенный курс Расширенный курс для маркетологов. Эксперты подскажут , как начать карьеру в маркетинге с нуля и выберите две специализации на выбор. Онлайн-стажировка, практическое обучение и использование ИИ-инструментов, помогут вам стать востребованным специалистом.",Интернет-маркетолог: расширенный курс,"Расширенный курс для маркетологов. Эксперты подскажут , как начать карьеру в маркетинге с нуля и выберите две специализации на выбор. Онлайн-стажировка, практическое обучение и использование ИИ-инструментов, помогут вам стать востребованным специалистом.",14 месяцев,3839,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/senior-internet-marketer,"Маркетинг, реклама, PR, Нейросети",2
128,SEO‑специалист Курс «SEO-специалист» от Нетологии: обучение SEO-продвижению сайтов с нуля. Привлекайте посетителей из поисковых систем и берите первые проекты через 4 месяца. Практическое обучение и поддержка экспертов.,SEO‑специалист,Курс «SEO-специалист» от Нетологии: обучение SEO-продвижению сайтов с нуля. Привлекайте посетителей из поисковых систем и берите первые проекты через 4 месяца. Практическое обучение и поддержка экспертов.,4 месяца,2855,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/seo-specialist,"Маркетинг, реклама, PR",2
129,Системный и бизнес-аналитик Онлайн-курс «Системный и бизнес-аналитик» от Нетологии. Вы освоите 2 профессии на одном курсе и станете универсальным специалистом для работы в IT. Сможете начать работать через 6 месяцев после начала обучения.,Системный и бизнес-аналитик,Онлайн-курс «Системный и бизнес-аналитик» от Нетологии. Вы освоите 2 профессии на одном курсе и станете универсальным специалистом для работы в IT. Сможете начать работать через 6 месяцев после начала обучения.,12 месяц,3834,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/sistemnyj-i-biznes-analitik,"Анализ данных, Финансы, бизнес",4
130,"SMM-менеджер Курс «SMM-менеджера» от Нетологии: с нуля освоите профессию, выполните 6 реальных проектов и выберите специализацию — развитие личного бренда, управление проектами или таргетированная реклама.",SMM-менеджер,"Курс «SMM-менеджера» от Нетологии: с нуля освоите профессию, выполните 6 реальных проектов и выберите специализацию — развитие личного бренда, управление проектами или таргетированная реклама.",5 месяцев,3326,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/smm-specialist,"Менеджмент, управление проектами, Маркетинг, реклама, PR",2
131,"Руководитель: команда и бизнес-процессы Курс «Руководитель: команда и бизнес-процессы» от Нетологии: освоите soft skills для управления процессами и командой за 3,5 месяца. Практические кейсы помогут повысить эффективность работы и бизнес-процессов.",Руководитель: команда и бизнес-процессы,"Курс «Руководитель: команда и бизнес-процессы» от Нетологии: освоите soft skills для управления процессами и командой за 3,5 месяца. Практические кейсы помогут повысить эффективность работы и бизнес-процессов.",4 месяца,3176,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/soft-skills-dlya-optimizacii-biznes-processov,"Менеджмент, управление проектами",7
132,Саунд-дизайнер Профессия саунд-дизайнера: обучение для начинающих. Освойте навыки саунд-дизайна и станьте востребованным специалистом в этой творческой сфере.,Саунд-дизайнер,Профессия саунд-дизайнера: обучение для начинающих. Освойте навыки саунд-дизайна и станьте востребованным специалистом в этой творческой сфере.,7 месяц,3199,AUD_ANALYST AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/sound-design,UX\UI-дизайн,6
133,"Специалист по искусственному интеллекту Курс Специалист по ИИ предлагает обучение - от базовых знаний по ИИ до разработки полноценных AI-агентов. Подходит для начинающих. Поддержка от специалистов из Яндекса, Microsoft, Amazon",Специалист по искусственному интеллекту,"Курс Специалист по ИИ предлагает обучение - от базовых знаний по ИИ до разработки полноценных AI-агентов. Подходит для начинающих. Поддержка от специалистов из Яндекса, Microsoft, Amazon",12 месяцев,3447,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология+Yandex Cloud,False,https://netology.ru/programs/specialist-po-iskusstvennomu-intellektu,Нейросети,1
134,"Специалист по искусственному интеллекту Курс Специалист по искусственному интеллекту - для специалистов с опытом в ИТ. Научитесь создавать ИИ, освойте инструменты для работы с нейросетями: RAG, LLM, LongChain, Sckilit-learn.",Специалист по искусственному интеллекту,"Курс Специалист по искусственному интеллекту - для специалистов с опытом в ИТ. Научитесь создавать ИИ, освойте инструменты для работы с нейросетями: RAG, LLM, LongChain, Sckilit-learn.",5 месяц,3541,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/specialist-po-iskusstvennomu-intellektu-pro,Нейросети,1
135,"SQL и получение данных Изучите SQL на онлайн-курсе в Нетологии. Освойте основы работы с базами данных, создание запросов и анализ данных за 2 месяца. Обучение с практическими заданиями и сертификатом. Начните карьеру аналитика данных с нуля.",SQL и получение данных,"Изучите SQL на онлайн-курсе в Нетологии. Освойте основы работы с базами данных, создание запросов и анализ данных за 2 месяца. Обучение с практическими заданиями и сертификатом. Начните карьеру аналитика данных с нуля.",4 месяца,2653,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/sql-lessons,"Анализ данных, Разработка, тестирование",4
136,"Предприниматель: как открыть свой бизнес Освойте навыки предпринимательства с курсом в Нетологии. Узнайте, как оценить бизнес-идею, провести маркетинговый анализ и разработать стратегию развития. Научитесь управлять финансами, налогообложением и юридическими аспектами бизнеса.",Предприниматель: как открыть свой бизнес,"Освойте навыки предпринимательства с курсом в Нетологии. Узнайте, как оценить бизнес-идею, провести маркетинговый анализ и разработать стратегию развития. Научитесь управлять финансами, налогообложением и юридическими аспектами бизнеса.",4 месяц,3578,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/start-your-business,"Финансы, бизнес",0
137,"Системный аналитик PRO Пройдите переподготовку до продвинутого аналитика на курсе Нетологии Системный аналитик PRO, освойте API, DWH, BPMN, OpenAPI",Системный аналитик PRO,"Пройдите переподготовку до продвинутого аналитика на курсе Нетологии Системный аналитик PRO, освойте API, DWH, BPMN, OpenAPI",5 месяцев,2744,AUD_ANALYST AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/supn,"Анализ данных, Разработка, тестирование",4
138,"Системный администратор Курс «Системный администратор» от Нетологии: изучите углубленные основы системного администрирования с нуля, овладеете управлением серверами и сетями. Уже через 6 месяцев сможете начать карьеру с поддержкой в трудоустройстве.",Системный администратор,"Курс «Системный администратор» от Нетологии: изучите углубленные основы системного администрирования с нуля, овладеете управлением серверами и сетями. Уже через 6 месяцев сможете начать карьеру с поддержкой в трудоустройстве.",12 месяц,3762,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/sysadmin,"Менеджмент, управление проектами",8
139,Системный аналитик Профессия «Системный аналитик» от Нетологии: освоите все этапы разработки ПО на практике — от анализа требований до документирования. Получите диплом и поддержку в трудоустройстве. Обучение — от 10 месяцев.,Системный аналитик,Профессия «Системный аналитик» от Нетологии: освоите все этапы разработки ПО на практике — от анализа требований до документирования. Получите диплом и поддержку в трудоустройстве. Обучение — от 10 месяцев.,6 месяцев,0,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,True,https://netology.ru/programs/systems-analyst,"Разработка, тестирование, Анализ данных",8
140,"Трафик-менеджер Курс «Трафик-менеджер» от Нетологии: разберитесь в контекстной и таргетированной рекламе, соберите портфолио из 8 проектов и начните получать заказы через 2 месяца обучения.",Трафик-менеджер,"Курс «Трафик-менеджер» от Нетологии: разберитесь в контекстной и таргетированной рекламе, соберите портфолио из 8 проектов и начните получать заказы через 2 месяца обучения.",8 месяц,2957,AUD_ANALYST AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_HEALTHCARE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/target-smm-full,"Маркетинг, реклама, PR, Менеджмент, управление проектами",2
141,"Продвижение в Телеграме Узнайте все секреты продвижения Telegram-каналов на нашем курсе. Научитесь управлять рекламными кампаниями, создавать контент и анализировать результаты. Курс включает вебинары, практические занятия и видеолекции. По окончании вы получите сертификат и ценные навыки для работы в digital-сфере.",Продвижение в Телеграме,"Узнайте все секреты продвижения Telegram-каналов на нашем курсе. Научитесь управлять рекламными кампаниями, создавать контент и анализировать результаты. Курс включает вебинары, практические занятия и видеолекции. По окончании вы получите сертификат и ценные навыки для работы в digital-сфере.",2 месяц,2581,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/tg,"Маркетинг, реклама, PR",2
142,"Начинающий руководитель. Старт карьеры Узнайте, как стать эффективным руководителем на курсе в Нетологии. Освойте навыки управления командами, стратегического планирования и финансового анализа. Программа включает онлайн-вебинары, видеолекции и практические задания для углубленного обучения.",Начинающий руководитель. Старт карьеры,"Узнайте, как стать эффективным руководителем на курсе в Нетологии. Освойте навыки управления командами, стратегического планирования и финансового анализа. Программа включает онлайн-вебинары, видеолекции и практические задания для углубленного обучения.",2 месяца,2559,AUD_ANALYST AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/top-manager,"Менеджмент, управление проектами",0
143,"Основы трейдинга и инвестиций Обучение инвестициям, трейдингу и криптовалютам с нуля. Онлайн-курс для начинающих и опытных трейдеров. Освойте торговлю акциями, инвестиции и криптовалюты под руководством профессиональных наставников.",Основы трейдинга и инвестиций,"Обучение инвестициям, трейдингу и криптовалютам с нуля. Онлайн-курс для начинающих и опытных трейдеров. Освойте торговлю акциями, инвестиции и криптовалюты под руководством профессиональных наставников.",5 месяц,3950,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Нетология,False,https://netology.ru/programs/trading,"Финансы, бизнес",0
144,"Копирайтер Курс «Копирайтер» от Нетологии: научитесь писать и редактировать тексты, работать с нейросетями и получите официальный сертификат. Освойте специализацию редактора и ускорьте свой карьерный рост.",Копирайтер,"Курс «Копирайтер» от Нетологии: научитесь писать и редактировать тексты, работать с нейросетями и получите официальный сертификат. Освойте специализацию редактора и ускорьте свой карьерный рост.",4 месяца,2728,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/ultimate-copywriter-full,Нейросети,9
145,"Селлер на маркетплейсах Станьте селлером на Wildberries, Ozon и Яндекс Маркете. Обучение запуску бизнеса: от поиска поставщиков в Китае до юнит-экономики и продвижения | Нетология",Селлер на маркетплейсах,"Станьте селлером на Wildberries, Ozon и Яндекс Маркете. Обучение запуску бизнеса: от поиска поставщиков в Китае до юнит-экономики и продвижения | Нетология",3 месяца,3162,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_HEALTHCARE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Нетология,False,https://netology.ru/programs/umrplp,Маркетплейсы,3
